county,precinct,total_attendance,candidate,reported_del_given,align1,alignfinal,congressional_district,precinct_delegates,precinct_full,is_complete
CARSON,101,127,Bennet,0,0,0,2,9,CARSON-101,TRUE
CARSON,101,127,Biden,0,10,0,2,9,CARSON-101,TRUE
CARSON,101,127,Buttigieg,2,21,24,2,9,CARSON-101,TRUE
CARSON,101,127,Delaney,0,0,0,2,9,CARSON-101,TRUE
CARSON,101,127,Gabbard,0,2,0,2,9,CARSON-101,TRUE
CARSON,101,127,Klobuchar,2,20,21,2,9,CARSON-101,TRUE
CARSON,101,127,Patrick,0,0,0,2,9,CARSON-101,TRUE
CARSON,101,127,Sanders,3,40,42,2,9,CARSON-101,TRUE
CARSON,101,127,Steyer,0,11,0,2,9,CARSON-101,TRUE
CARSON,101,127,Warren,2,22,22,2,9,CARSON-101,TRUE
CARSON,101,127,Yang,0,1,0,2,9,CARSON-101,TRUE
CARSON,101,127,Uncommitted,0,0,0,2,9,CARSON-101,TRUE
CARSON,103,162,Bennet,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Biden,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Buttigieg,2,10,47,2,8,CARSON-103,TRUE
CARSON,103,162,Delaney,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Gabbard,0,0,1,2,8,CARSON-103,TRUE
CARSON,103,162,Klobuchar,3,13,61,2,8,CARSON-103,TRUE
CARSON,103,162,Patrick,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Sanders,3,17,49,2,8,CARSON-103,TRUE
CARSON,103,162,Steyer,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Warren,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Yang,0,0,0,2,8,CARSON-103,TRUE
CARSON,103,162,Uncommitted,0,0,1,2,8,CARSON-103,TRUE
CARSON,105,156,Bennet,0,0,0,2,6,CARSON-105,TRUE
CARSON,105,156,Biden,0,19,0,2,6,CARSON-105,TRUE
CARSON,105,156,Buttigieg,2,28,52,2,6,CARSON-105,TRUE
CARSON,105,156,Delaney,0,0,0,2,6,CARSON-105,TRUE
CARSON,105,156,Gabbard,0,0,0,2,6,CARSON-105,TRUE
CARSON,105,156,Klobuchar,4,50,85,2,6,CARSON-105,TRUE
CARSON,105,156,Patrick,0,0,0,2,6,CARSON-105,TRUE
CARSON,105,156,Sanders,0,22,8,2,6,CARSON-105,TRUE
CARSON,105,156,Steyer,0,20,0,2,6,CARSON-105,TRUE
CARSON,105,156,Warren,0,16,0,2,6,CARSON-105,TRUE
CARSON,105,156,Yang,0,0,0,2,6,CARSON-105,TRUE
CARSON,105,156,Uncommitted,0,1,0,2,6,CARSON-105,TRUE
CARSON,107,125,Bennet,0,0,0,2,7,CARSON-107,TRUE
CARSON,107,125,Biden,2,21,23,2,7,CARSON-107,TRUE
CARSON,107,125,Buttigieg,3,30,44,2,7,CARSON-107,TRUE
CARSON,107,125,Delaney,0,0,0,2,7,CARSON-107,TRUE
CARSON,107,125,Gabbard,0,1,0,2,7,CARSON-107,TRUE
CARSON,107,125,Klobuchar,2,25,35,2,7,CARSON-107,TRUE
CARSON,107,125,Patrick,0,0,0,2,7,CARSON-107,TRUE
CARSON,107,125,Sanders,1,17,21,2,7,CARSON-107,TRUE
CARSON,107,125,Steyer,0,15,0,2,7,CARSON-107,TRUE
CARSON,107,125,Warren,0,16,0,2,7,CARSON-107,TRUE
CARSON,107,125,Yang,0,0,0,2,7,CARSON-107,TRUE
CARSON,107,125,Uncommitted,0,0,1,2,7,CARSON-107,TRUE
CARSON,109,173,Bennet,0,0,0,2,10,CARSON-109,TRUE
CARSON,109,173,Biden,0,17,0,2,10,CARSON-109,TRUE
CARSON,109,173,Buttigieg,3,37,46,2,10,CARSON-109,TRUE
CARSON,109,173,Delaney,0,0,0,2,10,CARSON-109,TRUE
CARSON,109,173,Gabbard,0,2,0,2,10,CARSON-109,TRUE
CARSON,109,173,Klobuchar,2,33,44,2,10,CARSON-109,TRUE
CARSON,109,173,Patrick,0,0,0,2,10,CARSON-109,TRUE
CARSON,109,173,Sanders,3,43,50,2,10,CARSON-109,TRUE
CARSON,109,173,Steyer,0,15,0,2,10,CARSON-109,TRUE
CARSON,109,173,Warren,2,26,31,2,10,CARSON-109,TRUE
CARSON,109,173,Yang,0,0,0,2,10,CARSON-109,TRUE
CARSON,109,173,Uncommitted,0,0,0,2,10,CARSON-109,TRUE
CARSON,111,103,Bennet,0,0,0,2,13,CARSON-111,TRUE
CARSON,111,103,Biden,0,8,0,2,13,CARSON-111,TRUE
CARSON,111,103,Buttigieg,3,19,26,2,13,CARSON-111,TRUE
CARSON,111,103,Delaney,0,0,0,2,13,CARSON-111,TRUE
CARSON,111,103,Gabbard,0,1,0,2,13,CARSON-111,TRUE
CARSON,111,103,Klobuchar,0,5,0,2,13,CARSON-111,TRUE
CARSON,111,103,Patrick,0,0,0,2,13,CARSON-111,TRUE
CARSON,111,103,Sanders,7,43,50,2,13,CARSON-111,TRUE
CARSON,111,103,Steyer,0,8,0,2,13,CARSON-111,TRUE
CARSON,111,103,Warren,3,18,24,2,13,CARSON-111,TRUE
CARSON,111,103,Yang,0,1,0,2,13,CARSON-111,TRUE
CARSON,111,103,Uncommitted,0,0,0,2,13,CARSON-111,TRUE
CARSON,113,129,Bennet,0,0,0,2,9,CARSON-113,TRUE
CARSON,113,129,Biden,0,15,0,2,9,CARSON-113,TRUE
CARSON,113,129,Buttigieg,3,18,44,2,9,CARSON-113,TRUE
CARSON,113,129,Delaney,0,0,0,2,9,CARSON-113,TRUE
CARSON,113,129,Gabbard,0,1,0,2,9,CARSON-113,TRUE
CARSON,113,129,Klobuchar,0,18,0,2,9,CARSON-113,TRUE
CARSON,113,129,Patrick,0,0,0,2,9,CARSON-113,TRUE
CARSON,113,129,Sanders,3,28,38,2,9,CARSON-113,TRUE
CARSON,113,129,Steyer,0,18,0,2,9,CARSON-113,TRUE
CARSON,113,129,Warren,3,30,41,2,9,CARSON-113,TRUE
CARSON,113,129,Yang,0,1,0,2,9,CARSON-113,TRUE
CARSON,113,129,Uncommitted,0,0,0,2,9,CARSON-113,TRUE
CARSON,201,101,Bennet,0,0,0,2,9,CARSON-201,TRUE
CARSON,201,101,Biden,0,6,0,2,9,CARSON-201,TRUE
CARSON,201,101,Buttigieg,3,20,31,2,9,CARSON-201,TRUE
CARSON,201,101,Delaney,0,0,0,2,9,CARSON-201,TRUE
CARSON,201,101,Gabbard,0,1,0,2,9,CARSON-201,TRUE
CARSON,201,101,Klobuchar,0,10,0,2,9,CARSON-201,TRUE
CARSON,201,101,Patrick,0,0,0,2,9,CARSON-201,TRUE
CARSON,201,101,Sanders,4,34,43,2,9,CARSON-201,TRUE
CARSON,201,101,Steyer,0,14,0,2,9,CARSON-201,TRUE
CARSON,201,101,Warren,2,12,23,2,9,CARSON-201,TRUE
CARSON,201,101,Yang,0,4,0,2,9,CARSON-201,TRUE
CARSON,201,101,Uncommitted,0,0,1,2,9,CARSON-201,TRUE
CARSON,203,137,Bennet,0,0,0,2,12,CARSON-203,TRUE
CARSON,203,137,Biden,0,15,0,2,12,CARSON-203,TRUE
CARSON,203,137,Buttigieg,0,16,0,2,12,CARSON-203,TRUE
CARSON,203,137,Delaney,0,0,0,2,12,CARSON-203,TRUE
CARSON,203,137,Gabbard,0,0,0,2,12,CARSON-203,TRUE
CARSON,203,137,Klobuchar,0,15,0,2,12,CARSON-203,TRUE
CARSON,203,137,Patrick,0,0,0,2,12,CARSON-203,TRUE
CARSON,203,137,Sanders,8,54,81,2,12,CARSON-203,TRUE
CARSON,203,137,Steyer,4,21,39,2,12,CARSON-203,TRUE
CARSON,203,137,Warren,0,14,0,2,12,CARSON-203,TRUE
CARSON,203,137,Yang,0,0,0,2,12,CARSON-203,TRUE
CARSON,203,137,Uncommitted,0,0,0,2,12,CARSON-203,TRUE
CARSON,205,118,Bennet,0,0,0,2,11,CARSON-205,TRUE
CARSON,205,118,Biden,0,14,1,2,11,CARSON-205,TRUE
CARSON,205,118,Buttigieg,3,16,23,2,11,CARSON-205,TRUE
CARSON,205,118,Delaney,0,0,0,2,11,CARSON-205,TRUE
CARSON,205,118,Gabbard,0,0,0,2,11,CARSON-205,TRUE
CARSON,205,118,Klobuchar,2,12,22,2,11,CARSON-205,TRUE
CARSON,205,118,Patrick,0,0,0,2,11,CARSON-205,TRUE
CARSON,205,118,Sanders,6,56,64,2,11,CARSON-205,TRUE
CARSON,205,118,Steyer,0,7,2,2,11,CARSON-205,TRUE
CARSON,205,118,Warren,0,13,5,2,11,CARSON-205,TRUE
CARSON,205,118,Yang,0,0,0,2,11,CARSON-205,TRUE
CARSON,205,118,Uncommitted,0,0,1,2,11,CARSON-205,TRUE
CARSON,207,91,Bennet,0,0,0,2,9,CARSON-207,TRUE
CARSON,207,91,Biden,0,10,0,2,9,CARSON-207,TRUE
CARSON,207,91,Buttigieg,0,11,3,2,9,CARSON-207,TRUE
CARSON,207,91,Delaney,0,0,0,2,9,CARSON-207,TRUE
CARSON,207,91,Gabbard,0,1,0,2,9,CARSON-207,TRUE
CARSON,207,91,Klobuchar,0,7,0,2,9,CARSON-207,TRUE
CARSON,207,91,Patrick,0,0,0,2,9,CARSON-207,TRUE
CARSON,207,91,Sanders,5,32,47,2,9,CARSON-207,TRUE
CARSON,207,91,Steyer,4,23,35,2,9,CARSON-207,TRUE
CARSON,207,91,Warren,0,7,0,2,9,CARSON-207,TRUE
CARSON,207,91,Yang,0,0,0,2,9,CARSON-207,TRUE
CARSON,207,91,Uncommitted,0,0,0,2,9,CARSON-207,TRUE
CARSON,209,76,Bennet,0,0,0,2,7,CARSON-209,TRUE
CARSON,209,76,Biden,0,11,3,2,7,CARSON-209,TRUE
CARSON,209,76,Buttigieg,3,7,24,2,7,CARSON-209,TRUE
CARSON,209,76,Delaney,0,0,0,2,7,CARSON-209,TRUE
CARSON,209,76,Gabbard,0,0,0,2,7,CARSON-209,TRUE
CARSON,209,76,Klobuchar,0,8,0,2,7,CARSON-209,TRUE
CARSON,209,76,Patrick,0,0,0,2,7,CARSON-209,TRUE
CARSON,209,76,Sanders,4,33,44,2,7,CARSON-209,TRUE
CARSON,209,76,Steyer,0,11,3,2,7,CARSON-209,TRUE
CARSON,209,76,Warren,0,4,0,2,7,CARSON-209,TRUE
CARSON,209,76,Yang,0,1,0,2,7,CARSON-209,TRUE
CARSON,209,76,Uncommitted,0,1,0,2,7,CARSON-209,TRUE
CARSON,211,85,Bennet,0,0,0,2,5,CARSON-211,TRUE
CARSON,211,85,Biden,0,9,0,2,5,CARSON-211,TRUE
CARSON,211,85,Buttigieg,2,18,29,2,5,CARSON-211,TRUE
CARSON,211,85,Delaney,0,0,0,2,5,CARSON-211,TRUE
CARSON,211,85,Gabbard,0,0,0,2,5,CARSON-211,TRUE
CARSON,211,85,Klobuchar,0,8,1,2,5,CARSON-211,TRUE
CARSON,211,85,Patrick,0,0,0,2,5,CARSON-211,TRUE
CARSON,211,85,Sanders,2,21,28,2,5,CARSON-211,TRUE
CARSON,211,85,Steyer,1,19,24,2,5,CARSON-211,TRUE
CARSON,211,85,Warren,0,8,0,2,5,CARSON-211,TRUE
CARSON,211,85,Yang,0,2,2,2,5,CARSON-211,TRUE
CARSON,211,85,Uncommitted,0,0,0,2,5,CARSON-211,TRUE
CARSON,301,59,Bennet,0,0,0,2,8,CARSON-301,TRUE
CARSON,301,59,Biden,0,3,0,2,8,CARSON-301,TRUE
CARSON,301,59,Buttigieg,0,4,0,2,8,CARSON-301,TRUE
CARSON,301,59,Delaney,0,0,0,2,8,CARSON-301,TRUE
CARSON,301,59,Gabbard,0,1,0,2,8,CARSON-301,TRUE
CARSON,301,59,Klobuchar,3,12,21,2,8,CARSON-301,TRUE
CARSON,301,59,Patrick,0,0,0,2,8,CARSON-301,TRUE
CARSON,301,59,Sanders,5,25,33,2,8,CARSON-301,TRUE
CARSON,301,59,Steyer,0,6,0,2,8,CARSON-301,TRUE
CARSON,301,59,Warren,0,8,0,2,8,CARSON-301,TRUE
CARSON,301,59,Yang,0,0,0,2,8,CARSON-301,TRUE
CARSON,301,59,Uncommitted,0,0,2,2,8,CARSON-301,TRUE
CARSON,303,75,Bennet,0,0,0,2,7,CARSON-303,TRUE
CARSON,303,75,Biden,3,16,26,2,7,CARSON-303,TRUE
CARSON,303,75,Buttigieg,2,14,23,2,7,CARSON-303,TRUE
CARSON,303,75,Delaney,0,0,0,2,7,CARSON-303,TRUE
CARSON,303,75,Gabbard,0,0,0,2,7,CARSON-303,TRUE
CARSON,303,75,Klobuchar,0,9,0,2,7,CARSON-303,TRUE
CARSON,303,75,Patrick,0,0,0,2,7,CARSON-303,TRUE
CARSON,303,75,Sanders,2,20,24,2,7,CARSON-303,TRUE
CARSON,303,75,Steyer,0,8,0,2,7,CARSON-303,TRUE
CARSON,303,75,Warren,0,8,0,2,7,CARSON-303,TRUE
CARSON,303,75,Yang,0,0,0,2,7,CARSON-303,TRUE
CARSON,303,75,Uncommitted,0,0,0,2,7,CARSON-303,TRUE
CARSON,305,112,Bennet,0,0,0,2,7,CARSON-305,TRUE
CARSON,305,112,Biden,0,11,4,2,7,CARSON-305,TRUE
CARSON,305,112,Buttigieg,0,16,5,2,7,CARSON-305,TRUE
CARSON,305,112,Delaney,0,0,0,2,7,CARSON-305,TRUE
CARSON,305,112,Gabbard,0,0,0,2,7,CARSON-305,TRUE
CARSON,305,112,Klobuchar,2,22,38,2,7,CARSON-305,TRUE
CARSON,305,112,Patrick,0,0,0,2,7,CARSON-305,TRUE
CARSON,305,112,Sanders,3,33,40,2,7,CARSON-305,TRUE
CARSON,305,112,Steyer,2,17,24,2,7,CARSON-305,TRUE
CARSON,305,112,Warren,0,12,0,2,7,CARSON-305,TRUE
CARSON,305,112,Yang,0,1,0,2,7,CARSON-305,TRUE
CARSON,305,112,Uncommitted,0,0,0,2,7,CARSON-305,TRUE
CARSON,307,157,Bennet,0,0,0,2,17,CARSON-307,TRUE
CARSON,307,157,Biden,0,22,1,2,17,CARSON-307,TRUE
CARSON,307,157,Buttigieg,0,9,3,2,17,CARSON-307,TRUE
CARSON,307,157,Delaney,0,0,0,2,17,CARSON-307,TRUE
CARSON,307,157,Gabbard,0,0,0,2,17,CARSON-307,TRUE
CARSON,307,157,Klobuchar,0,18,6,2,17,CARSON-307,TRUE
CARSON,307,157,Patrick,0,0,0,2,17,CARSON-307,TRUE
CARSON,307,157,Sanders,11,63,83,2,17,CARSON-307,TRUE
CARSON,307,157,Steyer,6,23,45,2,17,CARSON-307,TRUE
CARSON,307,157,Warren,0,21,3,2,17,CARSON-307,TRUE
CARSON,307,157,Yang,0,1,0,2,17,CARSON-307,TRUE
CARSON,307,157,Uncommitted,0,0,0,2,17,CARSON-307,TRUE
CARSON,309,161,Bennet,0,0,0,2,8,CARSON-309,TRUE
CARSON,309,161,Biden,2,27,43,2,8,CARSON-309,TRUE
CARSON,309,161,Buttigieg,0,22,0,2,8,CARSON-309,TRUE
CARSON,309,161,Delaney,0,0,0,2,8,CARSON-309,TRUE
CARSON,309,161,Gabbard,0,2,0,2,8,CARSON-309,TRUE
CARSON,309,161,Klobuchar,4,39,72,2,8,CARSON-309,TRUE
CARSON,309,161,Patrick,0,0,0,2,8,CARSON-309,TRUE
CARSON,309,161,Sanders,2,30,42,2,8,CARSON-309,TRUE
CARSON,309,161,Steyer,0,20,0,2,8,CARSON-309,TRUE
CARSON,309,161,Warren,0,17,0,2,8,CARSON-309,TRUE
CARSON,309,161,Yang,0,3,0,2,8,CARSON-309,TRUE
CARSON,309,161,Uncommitted,0,1,0,2,8,CARSON-309,TRUE
CARSON,401,81,Bennet,0,0,0,2,8,CARSON-401,TRUE
CARSON,401,81,Biden,0,9,0,2,8,CARSON-401,TRUE
CARSON,401,81,Buttigieg,0,7,0,2,8,CARSON-401,TRUE
CARSON,401,81,Delaney,0,0,0,2,8,CARSON-401,TRUE
CARSON,401,81,Gabbard,0,0,0,2,8,CARSON-401,TRUE
CARSON,401,81,Klobuchar,0,9,0,2,8,CARSON-401,TRUE
CARSON,401,81,Patrick,0,0,0,2,8,CARSON-401,TRUE
CARSON,401,81,Sanders,4,31,36,2,8,CARSON-401,TRUE
CARSON,401,81,Steyer,2,11,22,2,8,CARSON-401,TRUE
CARSON,401,81,Warren,2,14,22,2,8,CARSON-401,TRUE
CARSON,401,81,Yang,0,0,0,2,8,CARSON-401,TRUE
CARSON,401,81,Uncommitted,0,0,0,2,8,CARSON-401,TRUE
CARSON,403,147,Bennet,0,0,0,2,13,CARSON-403,TRUE
CARSON,403,147,Biden,0,15,0,2,13,CARSON-403,TRUE
CARSON,403,147,Buttigieg,0,19,0,2,13,CARSON-403,TRUE
CARSON,403,147,Delaney,0,0,0,2,13,CARSON-403,TRUE
CARSON,403,147,Gabbard,0,1,0,2,13,CARSON-403,TRUE
CARSON,403,147,Klobuchar,0,18,0,2,13,CARSON-403,TRUE
CARSON,403,147,Patrick,0,0,0,2,13,CARSON-403,TRUE
CARSON,403,147,Sanders,8,58,77,2,13,CARSON-403,TRUE
CARSON,403,147,Steyer,0,18,0,2,13,CARSON-403,TRUE
CARSON,403,147,Warren,5,18,50,2,13,CARSON-403,TRUE
CARSON,403,147,Yang,0,0,0,2,13,CARSON-403,TRUE
CARSON,403,147,Uncommitted,0,0,20,2,13,CARSON-403,TRUE
CARSON,405,106,Bennet,0,0,0,2,10,CARSON-405,TRUE
CARSON,405,106,Biden,2,19,24,2,10,CARSON-405,TRUE
CARSON,405,106,Buttigieg,2,18,20,2,10,CARSON-405,TRUE
CARSON,405,106,Delaney,0,0,0,2,10,CARSON-405,TRUE
CARSON,405,106,Gabbard,0,0,0,2,10,CARSON-405,TRUE
CARSON,405,106,Klobuchar,2,16,23,2,10,CARSON-405,TRUE
CARSON,405,106,Patrick,0,0,0,2,10,CARSON-405,TRUE
CARSON,405,106,Sanders,4,29,38,2,10,CARSON-405,TRUE
CARSON,405,106,Steyer,0,11,9,2,10,CARSON-405,TRUE
CARSON,405,106,Warren,0,12,6,2,10,CARSON-405,TRUE
CARSON,405,106,Yang,0,1,0,2,10,CARSON-405,TRUE
CARSON,405,106,Uncommitted,0,0,0,2,10,CARSON-405,TRUE
CARSON,407,111,Bennet,0,0,0,2,8,CARSON-407,TRUE
CARSON,407,111,Biden,1,18,18,2,8,CARSON-407,TRUE
CARSON,407,111,Buttigieg,2,22,22,2,8,CARSON-407,TRUE
CARSON,407,111,Delaney,0,0,0,2,8,CARSON-407,TRUE
CARSON,407,111,Gabbard,0,1,0,2,8,CARSON-407,TRUE
CARSON,407,111,Klobuchar,2,17,17,2,8,CARSON-407,TRUE
CARSON,407,111,Patrick,0,0,0,2,8,CARSON-407,TRUE
CARSON,407,111,Sanders,3,35,35,2,8,CARSON-407,TRUE
CARSON,407,111,Steyer,0,12,0,2,8,CARSON-407,TRUE
CARSON,407,111,Warren,0,4,8,2,8,CARSON-407,TRUE
CARSON,407,111,Yang,0,0,0,2,8,CARSON-407,TRUE
CARSON,407,111,Uncommitted,0,0,0,2,8,CARSON-407,TRUE
CARSON,409,174,Bennet,0,0,0,2,10,CARSON-409,TRUE
CARSON,409,174,Biden,0,23,2,2,10,CARSON-409,TRUE
CARSON,409,174,Buttigieg,3,27,41,2,10,CARSON-409,TRUE
CARSON,409,174,Delaney,0,0,0,2,10,CARSON-409,TRUE
CARSON,409,174,Gabbard,0,1,0,2,10,CARSON-409,TRUE
CARSON,409,174,Klobuchar,3,38,55,2,10,CARSON-409,TRUE
CARSON,409,174,Patrick,0,0,0,2,10,CARSON-409,TRUE
CARSON,409,174,Sanders,4,39,60,2,10,CARSON-409,TRUE
CARSON,409,174,Steyer,0,22,0,2,10,CARSON-409,TRUE
CARSON,409,174,Warren,0,23,10,2,10,CARSON-409,TRUE
CARSON,409,174,Yang,0,1,0,2,10,CARSON-409,TRUE
CARSON,409,174,Uncommitted,0,0,0,2,10,CARSON-409,TRUE
CARSON,411,73,Bennet,0,0,0,2,4,CARSON-411,TRUE
CARSON,411,73,Biden,0,6,0,2,4,CARSON-411,TRUE
CARSON,411,73,Buttigieg,1,12,13,2,4,CARSON-411,TRUE
CARSON,411,73,Delaney,0,0,0,2,4,CARSON-411,TRUE
CARSON,411,73,Gabbard,0,0,0,2,4,CARSON-411,TRUE
CARSON,411,73,Klobuchar,2,21,32,2,4,CARSON-411,TRUE
CARSON,411,73,Patrick,0,0,0,2,4,CARSON-411,TRUE
CARSON,411,73,Sanders,1,20,27,2,4,CARSON-411,TRUE
CARSON,411,73,Steyer,0,7,0,2,4,CARSON-411,TRUE
CARSON,411,73,Warren,0,7,0,2,4,CARSON-411,TRUE
CARSON,411,73,Yang,0,0,0,2,4,CARSON-411,TRUE
CARSON,411,73,Uncommitted,0,0,1,2,4,CARSON-411,TRUE
CARSON,997,0,Bennet,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Biden,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Buttigieg,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Delaney,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Gabbard,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Klobuchar,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Patrick,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Sanders,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Steyer,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Warren,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Yang,0,0,0,2,1,CARSON-997,TRUE
CARSON,997,0,Uncommitted,0,0,0,2,1,CARSON-997,TRUE
CARSON,998,0,Bennet,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Biden,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Buttigieg,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Delaney,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Gabbard,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Klobuchar,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Patrick,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Sanders,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Steyer,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Warren,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Yang,0,0,0,2,1,CARSON-998,TRUE
CARSON,998,0,Uncommitted,0,0,0,2,1,CARSON-998,TRUE
CHURCHILL,1,33,Bennet,0,0,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Biden,1,5,6,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Buttigieg,1,5,6,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Delaney,0,0,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Gabbard,0,3,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Klobuchar,1,5,7,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Patrick,0,0,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Sanders,2,9,9,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Steyer,0,1,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Warren,1,5,5,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Yang,0,0,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,1,33,Uncommitted,0,0,0,2,6,CHURCHILL-1,TRUE
CHURCHILL,10,46,Bennet,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Biden,1,10,10,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Buttigieg,1,9,9,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Delaney,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Gabbard,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Klobuchar,1,7,8,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Patrick,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Sanders,1,7,8,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Steyer,1,11,11,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Warren,0,2,2,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Yang,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,10,46,Uncommitted,0,0,0,2,5,CHURCHILL-10,TRUE
CHURCHILL,11,32,Bennet,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Biden,0,4,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Buttigieg,1,7,8,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Delaney,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Gabbard,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Klobuchar,1,3,7,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Patrick,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Sanders,1,6,7,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Steyer,0,4,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Warren,2,8,10,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Yang,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,11,32,Uncommitted,0,0,0,2,5,CHURCHILL-11,TRUE
CHURCHILL,12,13,Bennet,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Biden,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Buttigieg,0,2,1,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Delaney,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Gabbard,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Klobuchar,0,1,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Patrick,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Sanders,1,5,5,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Steyer,1,4,6,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Warren,0,1,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Yang,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,12,13,Uncommitted,0,0,0,2,2,CHURCHILL-12,TRUE
CHURCHILL,13,17,Bennet,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Biden,0,2,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Buttigieg,0,3,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Delaney,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Gabbard,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Klobuchar,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Patrick,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Sanders,2,6,11,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Steyer,0,2,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Warren,0,4,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Yang,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,13,17,Uncommitted,0,0,0,2,2,CHURCHILL-13,TRUE
CHURCHILL,14,30,Bennet,0,0,0,2,3,CHURCHILL-14,TRUE
