county,precinct,total_attendance,candidate,reported_del_given,align1,alignfinal,congressional_district,precinct_delegates,precinct_full
CLARK,1513,100,yang,0,0,0,3,10,CLARK-1513
CLARK,1513,100,uncommitted,0,0,0,3,10,CLARK-1513
CLARK,1514,99,bennet,0,0,0,3,10,CLARK-1514
CLARK,1514,99,biden,2,17,21,3,10,CLARK-1514
CLARK,1514,99,buttigieg,3,25,30,3,10,CLARK-1514
CLARK,1514,99,delaney,0,0,0,3,10,CLARK-1514
CLARK,1514,99,gabbard,0,0,0,3,10,CLARK-1514
CLARK,1514,99,klobuchar,0,11,0,3,10,CLARK-1514
CLARK,1514,99,patrick,0,0,0,3,10,CLARK-1514
CLARK,1514,99,sanders,3,30,31,3,10,CLARK-1514
CLARK,1514,99,steyer,0,4,0,3,10,CLARK-1514
CLARK,1514,99,warren,2,11,16,3,10,CLARK-1514
CLARK,1514,99,yang,0,1,0,3,10,CLARK-1514
CLARK,1514,99,uncommitted,0,0,0,3,10,CLARK-1514
CLARK,1517,55,bennet,0,0,0,3,6,CLARK-1517
CLARK,1517,55,biden,2,16,18,3,6,CLARK-1517
CLARK,1517,55,buttigieg,2,12,15,3,6,CLARK-1517
CLARK,1517,55,delaney,0,0,0,3,6,CLARK-1517
CLARK,1517,55,gabbard,0,0,0,3,6,CLARK-1517
CLARK,1517,55,klobuchar,2,9,19,3,6,CLARK-1517
CLARK,1517,55,patrick,0,0,0,3,6,CLARK-1517
CLARK,1517,55,sanders,0,8,0,3,6,CLARK-1517
CLARK,1517,55,steyer,0,8,0,3,6,CLARK-1517
CLARK,1517,55,warren,0,2,0,3,6,CLARK-1517
CLARK,1517,55,yang,0,0,0,3,6,CLARK-1517
CLARK,1517,55,uncommitted,0,0,0,3,6,CLARK-1517
CLARK,1521,97,bennet,0,0,0,3,6,CLARK-1521
CLARK,1521,97,biden,3,36,42,3,6,CLARK-1521
CLARK,1521,97,buttigieg,2,25,28,3,6,CLARK-1521
CLARK,1521,97,delaney,0,0,0,3,6,CLARK-1521
CLARK,1521,97,gabbard,0,0,0,3,6,CLARK-1521
CLARK,1521,97,klobuchar,1,19,24,3,6,CLARK-1521
CLARK,1521,97,patrick,0,0,0,3,6,CLARK-1521
CLARK,1521,97,sanders,0,4,0,3,6,CLARK-1521
CLARK,1521,97,steyer,0,7,0,3,6,CLARK-1521
CLARK,1521,97,warren,0,6,0,3,6,CLARK-1521
CLARK,1521,97,yang,0,0,0,3,6,CLARK-1521
CLARK,1521,97,uncommitted,0,0,0,3,6,CLARK-1521
CLARK,1525,179,bennet,0,0,0,3,10,CLARK-1525
CLARK,1525,179,biden,3,46,59,3,10,CLARK-1525
CLARK,1525,179,buttigieg,3,42,51,3,10,CLARK-1525
CLARK,1525,179,delaney,0,0,0,3,10,CLARK-1525
CLARK,1525,179,gabbard,0,0,0,3,10,CLARK-1525
CLARK,1525,179,klobuchar,4,44,66,3,10,CLARK-1525
CLARK,1525,179,patrick,0,0,0,3,10,CLARK-1525
CLARK,1525,179,sanders,0,11,0,3,10,CLARK-1525
CLARK,1525,179,steyer,0,23,0,3,10,CLARK-1525
CLARK,1525,179,warren,0,11,0,3,10,CLARK-1525
CLARK,1525,179,yang,0,0,0,3,10,CLARK-1525
CLARK,1525,179,uncommitted,0,2,0,3,10,CLARK-1525
CLARK,1552,73,bennet,0,0,0,3,7,CLARK-1552
CLARK,1552,73,biden,2,17,21,3,7,CLARK-1552
CLARK,1552,73,buttigieg,1,12,13,3,7,CLARK-1552
CLARK,1552,73,delaney,0,0,0,3,7,CLARK-1552
CLARK,1552,73,gabbard,0,0,0,3,7,CLARK-1552
CLARK,1552,73,klobuchar,0,4,0,3,7,CLARK-1552
CLARK,1552,73,patrick,0,0,0,3,7,CLARK-1552
CLARK,1552,73,sanders,2,21,22,3,7,CLARK-1552
CLARK,1552,73,steyer,0,5,0,3,7,CLARK-1552
CLARK,1552,73,warren,2,14,17,3,7,CLARK-1552
CLARK,1552,73,yang,0,0,0,3,7,CLARK-1552
CLARK,1552,73,uncommitted,0,0,0,3,7,CLARK-1552
CLARK,1602,55,bennet,0,0,0,3,12,CLARK-1602
CLARK,1602,55,biden,3,9,12,3,12,CLARK-1602
CLARK,1602,55,buttigieg,4,11,16,3,12,CLARK-1602
CLARK,1602,55,delaney,0,0,0,3,12,CLARK-1602
CLARK,1602,55,gabbard,0,0,0,3,12,CLARK-1602
CLARK,1602,55,klobuchar,0,4,0,3,12,CLARK-1602
CLARK,1602,55,patrick,0,0,0,3,12,CLARK-1602
CLARK,1602,55,sanders,5,19,24,3,12,CLARK-1602
CLARK,1602,55,steyer,0,7,0,3,12,CLARK-1602
CLARK,1602,55,warren,0,5,0,3,12,CLARK-1602
CLARK,1602,55,yang,0,0,0,3,12,CLARK-1602
CLARK,1602,55,uncommitted,0,0,0,3,12,CLARK-1602
CLARK,1606,40,bennet,0,0,0,3,4,CLARK-1606
CLARK,1606,40,biden,0,1,0,3,4,CLARK-1606
CLARK,1606,40,buttigieg,2,11,15,3,4,CLARK-1606
CLARK,1606,40,delaney,0,0,0,3,4,CLARK-1606
CLARK,1606,40,gabbard,0,0,0,3,4,CLARK-1606
CLARK,1606,40,klobuchar,0,2,0,3,4,CLARK-1606
CLARK,1606,40,patrick,0,0,0,3,4,CLARK-1606
CLARK,1606,40,sanders,2,18,20,3,4,CLARK-1606
CLARK,1606,40,steyer,0,2,0,3,4,CLARK-1606
CLARK,1606,40,warren,0,2,1,3,4,CLARK-1606
CLARK,1606,40,yang,0,3,1,3,4,CLARK-1606
CLARK,1606,40,uncommitted,0,1,0,3,4,CLARK-1606
CLARK,1608,122,bennet,0,0,0,3,10,CLARK-1608
CLARK,1608,122,biden,4,34,45,3,10,CLARK-1608
CLARK,1608,122,buttigieg,3,24,35,3,10,CLARK-1608
CLARK,1608,122,delaney,0,0,0,3,10,CLARK-1608
CLARK,1608,122,gabbard,0,0,0,3,10,CLARK-1608
CLARK,1608,122,klobuchar,0,14,0,3,10,CLARK-1608
CLARK,1608,122,patrick,0,1,0,3,10,CLARK-1608
CLARK,1608,122,sanders,3,28,33,3,10,CLARK-1608
CLARK,1608,122,steyer,0,5,0,3,10,CLARK-1608
CLARK,1608,122,warren,0,15,6,3,10,CLARK-1608
CLARK,1608,122,yang,0,0,0,3,10,CLARK-1608
CLARK,1608,122,uncommitted,0,1,0,3,10,CLARK-1608
CLARK,1609,108,bennet,0,0,0,3,16,CLARK-1609
CLARK,1609,108,biden,3,19,23,3,16,CLARK-1609
CLARK,1609,108,buttigieg,4,16,24,3,16,CLARK-1609
CLARK,1609,108,delaney,0,0,0,3,16,CLARK-1609
CLARK,1609,108,gabbard,0,2,0,3,16,CLARK-1609
CLARK,1609,108,klobuchar,0,5,0,3,16,CLARK-1609
CLARK,1609,108,patrick,0,0,0,3,16,CLARK-1609
CLARK,1609,108,sanders,9,46,58,3,16,CLARK-1609
CLARK,1609,108,steyer,0,3,0,3,16,CLARK-1609
CLARK,1609,108,warren,0,12,0,3,16,CLARK-1609
CLARK,1609,108,yang,0,3,0,3,16,CLARK-1609
CLARK,1609,108,uncommitted,0,2,0,3,16,CLARK-1609
CLARK,1615,66,bennet,0,0,0,1,11,CLARK-1615
CLARK,1615,66,biden,4,14,21,1,11,CLARK-1615
CLARK,1615,66,buttigieg,0,5,0,1,11,CLARK-1615
CLARK,1615,66,delaney,0,0,0,1,11,CLARK-1615
CLARK,1615,66,gabbard,0,0,0,1,11,CLARK-1615
CLARK,1615,66,klobuchar,0,2,0,1,11,CLARK-1615
CLARK,1615,66,patrick,0,0,0,1,11,CLARK-1615
CLARK,1615,66,sanders,7,34,41,1,11,CLARK-1615
CLARK,1615,66,steyer,0,5,0,1,11,CLARK-1615
CLARK,1615,66,warren,0,5,0,1,11,CLARK-1615
CLARK,1615,66,yang,0,1,0,1,11,CLARK-1615
CLARK,1615,66,uncommitted,0,0,2,1,11,CLARK-1615
CLARK,1617,84,bennet,0,0,0,1,13,CLARK-1617
CLARK,1617,84,biden,0,7,0,1,13,CLARK-1617
CLARK,1617,84,buttigieg,4,15,24,1,13,CLARK-1617
CLARK,1617,84,delaney,0,0,0,1,13,CLARK-1617
CLARK,1617,84,gabbard,0,0,0,1,13,CLARK-1617
CLARK,1617,84,klobuchar,0,7,0,1,13,CLARK-1617
CLARK,1617,84,patrick,0,0,0,1,13,CLARK-1617
CLARK,1617,84,sanders,9,43,50,1,13,CLARK-1617
CLARK,1617,84,steyer,0,3,0,1,13,CLARK-1617
CLARK,1617,84,warren,0,8,2,1,13,CLARK-1617
CLARK,1617,84,yang,0,1,0,1,13,CLARK-1617
CLARK,1617,84,uncommitted,0,0,0,1,13,CLARK-1617
CLARK,1623,35,bennet,0,0,0,1,5,CLARK-1623
CLARK,1623,35,biden,0,3,0,1,5,CLARK-1623
CLARK,1623,35,buttigieg,0,3,1,1,5,CLARK-1623
CLARK,1623,35,delaney,0,0,0,1,5,CLARK-1623
CLARK,1623,35,gabbard,0,0,0,1,5,CLARK-1623
CLARK,1623,35,klobuchar,0,0,0,1,5,CLARK-1623
CLARK,1623,35,patrick,0,0,0,1,5,CLARK-1623
CLARK,1623,35,sanders,5,22,29,1,5,CLARK-1623
CLARK,1623,35,steyer,0,2,0,1,5,CLARK-1623
CLARK,1623,35,warren,0,5,0,1,5,CLARK-1623
CLARK,1623,35,yang,0,0,0,1,5,CLARK-1623
CLARK,1623,35,uncommitted,0,0,0,1,5,CLARK-1623
CLARK,1624,47,bennet,0,0,0,1,6,CLARK-1624
CLARK,1624,47,biden,2,10,13,1,6,CLARK-1624
CLARK,1624,47,buttigieg,0,3,0,1,6,CLARK-1624
CLARK,1624,47,delaney,0,0,0,1,6,CLARK-1624
CLARK,1624,47,gabbard,0,0,0,1,6,CLARK-1624
CLARK,1624,47,klobuchar,0,0,0,1,6,CLARK-1624
CLARK,1624,47,patrick,0,0,0,1,6,CLARK-1624
CLARK,1624,47,sanders,3,21,24,1,6,CLARK-1624
CLARK,1624,47,steyer,1,9,9,1,6,CLARK-1624
CLARK,1624,47,warren,0,2,0,1,6,CLARK-1624
CLARK,1624,47,yang,0,2,0,1,6,CLARK-1624
CLARK,1624,47,uncommitted,0,0,0,1,6,CLARK-1624
CLARK,1625,53,bennet,0,0,0,1,9,CLARK-1625
CLARK,1625,53,biden,0,7,0,1,9,CLARK-1625
CLARK,1625,53,buttigieg,3,9,17,1,9,CLARK-1625
CLARK,1625,53,delaney,0,0,0,1,9,CLARK-1625
CLARK,1625,53,gabbard,0,1,0,1,9,CLARK-1625
CLARK,1625,53,klobuchar,0,5,0,1,9,CLARK-1625
CLARK,1625,53,patrick,0,0,0,1,9,CLARK-1625
CLARK,1625,53,sanders,6,20,29,1,9,CLARK-1625
CLARK,1625,53,steyer,0,6,0,1,9,CLARK-1625
CLARK,1625,53,warren,0,4,1,1,9,CLARK-1625
CLARK,1625,53,yang,0,1,0,1,9,CLARK-1625
CLARK,1625,53,uncommitted,0,0,0,1,9,CLARK-1625
CLARK,1631,82,bennet,0,0,0,1,14,CLARK-1631
CLARK,1631,82,biden,4,12,23,1,14,CLARK-1631
CLARK,1631,82,buttigieg,4,19,23,1,14,CLARK-1631
CLARK,1631,82,delaney,0,0,0,1,14,CLARK-1631
CLARK,1631,82,gabbard,0,0,0,1,14,CLARK-1631
CLARK,1631,82,klobuchar,0,4,0,1,14,CLARK-1631
CLARK,1631,82,patrick,0,0,0,1,14,CLARK-1631
CLARK,1631,82,sanders,6,26,33,1,14,CLARK-1631
CLARK,1631,82,steyer,0,11,0,1,14,CLARK-1631
CLARK,1631,82,warren,0,8,0,1,14,CLARK-1631
CLARK,1631,82,yang,0,1,0,1,14,CLARK-1631
CLARK,1631,82,uncommitted,0,1,0,1,14,CLARK-1631
CLARK,1633,96,bennet,0,0,0,1,20,CLARK-1633
CLARK,1633,96,biden,8,18,34,1,20,CLARK-1633
CLARK,1633,96,buttigieg,0,7,0,1,20,CLARK-1633
CLARK,1633,96,delaney,0,0,0,1,20,CLARK-1633
CLARK,1633,96,gabbard,0,0,0,1,20,CLARK-1633
CLARK,1633,96,klobuchar,0,6,0,1,20,CLARK-1633
CLARK,1633,96,patrick,0,1,0,1,20,CLARK-1633
CLARK,1633,96,sanders,12,43,52,1,20,CLARK-1633
CLARK,1633,96,steyer,0,9,0,1,20,CLARK-1633
CLARK,1633,96,warren,0,11,3,1,20,CLARK-1633
CLARK,1633,96,yang,0,0,0,1,20,CLARK-1633
CLARK,1633,96,uncommitted,0,1,0,1,20,CLARK-1633
CLARK,1635,47,bennet,0,0,0,1,10,CLARK-1635
CLARK,1635,47,biden,4,10,16,1,10,CLARK-1635
CLARK,1635,47,buttigieg,0,4,0,1,10,CLARK-1635
CLARK,1635,47,delaney,0,0,0,1,10,CLARK-1635
CLARK,1635,47,gabbard,0,1,0,1,10,CLARK-1635
CLARK,1635,47,klobuchar,0,2,0,1,10,CLARK-1635
CLARK,1635,47,patrick,0,0,0,1,10,CLARK-1635
CLARK,1635,47,sanders,6,20,27,1,10,CLARK-1635
CLARK,1635,47,steyer,0,2,0,1,10,CLARK-1635
CLARK,1635,47,warren,0,7,0,1,10,CLARK-1635
CLARK,1635,47,yang,0,1,0,1,10,CLARK-1635
CLARK,1635,47,uncommitted,0,0,0,1,10,CLARK-1635
CLARK,1641,62,bennet,0,0,0,1,11,CLARK-1641
CLARK,1641,62,biden,3,14,17,1,11,CLARK-1641
CLARK,1641,62,buttigieg,3,10,16,1,11,CLARK-1641
CLARK,1641,62,delaney,0,0,0,1,11,CLARK-1641
CLARK,1641,62,gabbard,0,0,0,1,11,CLARK-1641
CLARK,1641,62,klobuchar,0,3,0,1,11,CLARK-1641
CLARK,1641,62,patrick,0,0,0,1,11,CLARK-1641
CLARK,1641,62,sanders,5,24,27,1,11,CLARK-1641
CLARK,1641,62,steyer,0,5,0,1,11,CLARK-1641
CLARK,1641,62,warren,0,4,0,1,11,CLARK-1641
CLARK,1641,62,yang,0,1,0,1,11,CLARK-1641
CLARK,1641,62,uncommitted,0,1,0,1,11,CLARK-1641
CLARK,1665,0,bennet,0,0,0,1,1,CLARK-1665
CLARK,1665,0,biden,0,0,0,1,1,CLARK-1665
CLARK,1665,0,buttigieg,0,0,0,1,1,CLARK-1665
CLARK,1665,0,delaney,0,0,0,1,1,CLARK-1665
CLARK,1665,0,gabbard,0,0,0,1,1,CLARK-1665
CLARK,1665,0,klobuchar,0,0,0,1,1,CLARK-1665
CLARK,1665,0,patrick,0,0,0,1,1,CLARK-1665
CLARK,1665,0,sanders,0,0,0,1,1,CLARK-1665
CLARK,1665,0,steyer,0,0,0,1,1,CLARK-1665
CLARK,1665,0,warren,0,0,0,1,1,CLARK-1665
CLARK,1665,0,yang,0,0,0,1,1,CLARK-1665
CLARK,1665,0,uncommitted,0,0,0,1,1,CLARK-1665
CLARK,1672,84,bennet,0,0,0,3,12,CLARK-1672
CLARK,1672,84,biden,3,13,17,3,12,CLARK-1672
CLARK,1672,84,buttigieg,4,15,29,3,12,CLARK-1672
CLARK,1672,84,delaney,0,0,0,3,12,CLARK-1672
CLARK,1672,84,gabbard,0,0,0,3,12,CLARK-1672
CLARK,1672,84,klobuchar,0,7,0,3,12,CLARK-1672
CLARK,1672,84,patrick,0,0,0,3,12,CLARK-1672
CLARK,1672,84,sanders,5,29,36,3,12,CLARK-1672
CLARK,1672,84,steyer,0,8,0,3,12,CLARK-1672
CLARK,1672,84,warren,0,10,0,3,12,CLARK-1672
CLARK,1672,84,yang,0,1,0,3,12,CLARK-1672
CLARK,1672,84,uncommitted,0,1,0,3,12,CLARK-1672
CLARK,1674,104,bennet,0,0,0,3,8,CLARK-1674
CLARK,1674,104,biden,2,25,28,3,8,CLARK-1674
CLARK,1674,104,buttigieg,3,25,32,3,8,CLARK-1674
CLARK,1674,104,delaney,0,0,0,3,8,CLARK-1674
CLARK,1674,104,gabbard,0,0,0,3,8,CLARK-1674
CLARK,1674,104,klobuchar,3,33,42,3,8,CLARK-1674
CLARK,1674,104,patrick,0,0,0,3,8,CLARK-1674
CLARK,1674,104,sanders,0,9,0,3,8,CLARK-1674
CLARK,1674,104,steyer,0,6,0,3,8,CLARK-1674
CLARK,1674,104,warren,0,6,0,3,8,CLARK-1674
CLARK,1674,104,yang,0,0,0,3,8,CLARK-1674
CLARK,1674,104,uncommitted,0,0,0,3,8,CLARK-1674
CLARK,1675,83,bennet,0,1,0,3,9,CLARK-1675
CLARK,1675,83,biden,4,19,32,3,9,CLARK-1675
CLARK,1675,83,buttigieg,0,12,6,3,9,CLARK-1675
CLARK,1675,83,delaney,0,0,0,3,9,CLARK-1675
CLARK,1675,83,gabbard,0,0,0,3,9,CLARK-1675
CLARK,1675,83,klobuchar,0,9,0,3,9,CLARK-1675
CLARK,1675,83,patrick,0,0,0,3,9,CLARK-1675
CLARK,1675,83,sanders,2,20,20,3,9,CLARK-1675
CLARK,1675,83,steyer,0,3,0,3,9,CLARK-1675
CLARK,1675,83,warren,3,19,24,3,9,CLARK-1675
CLARK,1675,83,yang,0,0,0,3,9,CLARK-1675
CLARK,1675,83,uncommitted,0,0,0,3,9,CLARK-1675
CLARK,1676,50,bennet,0,0,0,3,5,CLARK-1676
CLARK,1676,50,biden,2,8,18,3,5,CLARK-1676
CLARK,1676,50,buttigieg,0,4,0,3,5,CLARK-1676
CLARK,1676,50,delaney,0,0,0,3,5,CLARK-1676
CLARK,1676,50,gabbard,0,0,0,3,5,CLARK-1676
CLARK,1676,50,klobuchar,0,7,0,3,5,CLARK-1676
CLARK,1676,50,patrick,0,0,0,3,5,CLARK-1676
CLARK,1676,50,sanders,2,14,17,3,5,CLARK-1676
CLARK,1676,50,steyer,1,9,14,3,5,CLARK-1676
CLARK,1676,50,warren,0,7,0,3,5,CLARK-1676
CLARK,1676,50,yang,0,1,0,3,5,CLARK-1676
CLARK,1676,50,uncommitted,0,0,0,3,5,CLARK-1676
CLARK,1689,80,bennet,0,0,0,3,10,CLARK-1689
CLARK,1689,80,biden,4,21,30,3,10,CLARK-1689
CLARK,1689,80,buttigieg,3,15,25,3,10,CLARK-1689
CLARK,1689,80,delaney,0,0,0,3,10,CLARK-1689
CLARK,1689,80,gabbard,0,0,0,3,10,CLARK-1689
CLARK,1689,80,klobuchar,0,7,0,3,10,CLARK-1689
CLARK,1689,80,patrick,0,0,0,3,10,CLARK-1689
CLARK,1689,80,sanders,3,20,24,3,10,CLARK-1689
CLARK,1689,80,steyer,0,7,0,3,10,CLARK-1689
CLARK,1689,80,warren,0,10,0,3,10,CLARK-1689
CLARK,1689,80,yang,0,0,0,3,10,CLARK-1689
CLARK,1689,80,uncommitted,0,0,0,3,10,CLARK-1689
CLARK,1693,38,bennet,0,0,0,3,3,CLARK-1693
CLARK,1693,38,biden,1,7,7,3,3,CLARK-1693
CLARK,1693,38,buttigieg,1,11,11,3,3,CLARK-1693
CLARK,1693,38,delaney,0,0,0,3,3,CLARK-1693
CLARK,1693,38,gabbard,0,0,0,3,3,CLARK-1693
CLARK,1693,38,klobuchar,1,7,7,3,3,CLARK-1693
CLARK,1693,38,patrick,0,0,0,3,3,CLARK-1693
CLARK,1693,38,sanders,0,5,5,3,3,CLARK-1693
CLARK,1693,38,steyer,0,6,6,3,3,CLARK-1693
CLARK,1693,38,warren,0,1,1,3,3,CLARK-1693
CLARK,1693,38,yang,0,1,1,3,3,CLARK-1693
CLARK,1693,38,uncommitted,0,0,0,3,3,CLARK-1693
CLARK,1695,16,bennet,0,0,0,3,10,CLARK-1695
CLARK,1695,16,biden,0,2,1,3,10,CLARK-1695
CLARK,1695,16,buttigieg,3,3,4,3,10,CLARK-1695
CLARK,1695,16,delaney,0,0,0,3,10,CLARK-1695
CLARK,1695,16,gabbard,0,0,0,3,10,CLARK-1695
CLARK,1695,16,klobuchar,0,0,0,3,10,CLARK-1695
CLARK,1695,16,patrick,0,0,0,3,10,CLARK-1695
CLARK,1695,16,sanders,7,10,11,3,10,CLARK-1695
CLARK,1695,16,steyer,0,0,0,3,10,CLARK-1695
CLARK,1695,16,warren,0,1,0,3,10,CLARK-1695
CLARK,1695,16,yang,0,0,0,3,10,CLARK-1695
CLARK,1695,16,uncommitted,0,0,0,3,10,CLARK-1695
CLARK,1702,70,bennet,0,0,0,3,12,CLARK-1702
CLARK,1702,70,biden,2,11,15,3,12,CLARK-1702
CLARK,1702,70,buttigieg,3,10,16,3,12,CLARK-1702
CLARK,1702,70,delaney,0,0,0,3,12,CLARK-1702
CLARK,1702,70,gabbard,0,2,0,3,12,CLARK-1702
CLARK,1702,70,klobuchar,0,1,0,3,12,CLARK-1702
CLARK,1702,70,patrick,0,0,0,3,12,CLARK-1702
CLARK,1702,70,sanders,7,33,39,3,12,CLARK-1702
CLARK,1702,70,steyer,0,7,0,3,12,CLARK-1702
CLARK,1702,70,warren,0,6,0,3,12,CLARK-1702
CLARK,1702,70,yang,0,0,0,3,12,CLARK-1702
CLARK,1702,70,uncommitted,0,0,0,3,12,CLARK-1702
CLARK,1704,55,bennet,0,0,0,3,9,CLARK-1704
CLARK,1704,55,biden,0,6,0,3,9,CLARK-1704
CLARK,1704,55,buttigieg,4,17,23,3,9,CLARK-1704
CLARK,1704,55,delaney,0,0,0,3,9,CLARK-1704
CLARK,1704,55,gabbard,0,0,0,3,9,CLARK-1704
CLARK,1704,55,klobuchar,0,2,0,3,9,CLARK-1704
CLARK,1704,55,patrick,0,0,0,3,9,CLARK-1704
CLARK,1704,55,sanders,5,25,31,3,9,CLARK-1704
CLARK,1704,55,steyer,0,3,0,3,9,CLARK-1704
CLARK,1704,55,warren,0,2,0,3,9,CLARK-1704
CLARK,1704,55,yang,0,0,0,3,9,CLARK-1704
CLARK,1704,55,uncommitted,0,0,1,3,9,CLARK-1704
CLARK,1712,216,bennet,0,1,0,3,17,CLARK-1712
CLARK,1712,216,biden,5,46,62,3,17,CLARK-1712
CLARK,1712,216,buttigieg,5,43,61,3,17,CLARK-1712
CLARK,1712,216,delaney,0,0,0,3,17,CLARK-1712
CLARK,1712,216,gabbard,0,1,0,3,17,CLARK-1712
CLARK,1712,216,klobuchar,0,31,0,3,17,CLARK-1712
CLARK,1712,216,patrick,0,0,0,3,17,CLARK-1712
CLARK,1712,216,sanders,4,40,48,3,17,CLARK-1712
CLARK,1712,216,steyer,0,19,0,3,17,CLARK-1712
CLARK,1712,216,warren,3,31,43,3,17,CLARK-1712
CLARK,1712,216,yang,0,2,0,3,17,CLARK-1712
CLARK,1712,216,uncommitted,0,2,0,3,17,CLARK-1712
CLARK,1715,101,bennet,0,0,0,3,6,CLARK-1715
CLARK,1715,101,biden,2,28,36,3,6,CLARK-1715
CLARK,1715,101,buttigieg,2,23,28,3,6,CLARK-1715
CLARK,1715,101,delaney,0,0,0,3,6,CLARK-1715
CLARK,1715,101,gabbard,0,0,0,3,6,CLARK-1715
CLARK,1715,101,klobuchar,2,23,31,3,6,CLARK-1715
CLARK,1715,101,patrick,0,0,0,3,6,CLARK-1715
CLARK,1715,101,sanders,0,6,2,3,6,CLARK-1715
CLARK,1715,101,steyer,0,15,0,3,6,CLARK-1715
CLARK,1715,101,warren,0,6,1,3,6,CLARK-1715
CLARK,1715,101,yang,0,0,0,3,6,CLARK-1715
CLARK,1715,101,uncommitted,0,0,0,3,6,CLARK-1715
CLARK,1718,212,bennet,0,2,0,3,10,CLARK-1718
CLARK,1718,212,biden,4,61,66,3,10,CLARK-1718
CLARK,1718,212,buttigieg,3,50,54,3,10,CLARK-1718
CLARK,1718,212,delaney,0,0,0,3,10,CLARK-1718
CLARK,1718,212,gabbard,0,0,0,3,10,CLARK-1718
CLARK,1718,212,klobuchar,3,53,65,3,10,CLARK-1718
CLARK,1718,212,patrick,0,0,0,3,10,CLARK-1718
CLARK,1718,212,sanders,0,9,0,3,10,CLARK-1718
CLARK,1718,212,steyer,0,20,0,3,10,CLARK-1718
CLARK,1718,212,warren,0,14,1,3,10,CLARK-1718
CLARK,1718,212,yang,0,2,0,3,10,CLARK-1718
CLARK,1718,212,uncommitted,0,1,1,3,10,CLARK-1718
CLARK,1720,103,bennet,0,0,0,3,8,CLARK-1720
CLARK,1720,103,biden,4,40,45,3,8,CLARK-1720
CLARK,1720,103,buttigieg,2,15,30,3,8,CLARK-1720
CLARK,1720,103,delaney,0,0,0,3,8,CLARK-1720
CLARK,1720,103,gabbard,0,0,0,3,8,CLARK-1720
CLARK,1720,103,klobuchar,0,8,0,3,8,CLARK-1720
CLARK,1720,103,patrick,0,0,0,3,8,CLARK-1720
CLARK,1720,103,sanders,2,14,27,3,8,CLARK-1720
CLARK,1720,103,steyer,0,12,0,3,8,CLARK-1720
CLARK,1720,103,warren,0,12,0,3,8,CLARK-1720
CLARK,1720,103,yang,0,0,0,3,8,CLARK-1720
CLARK,1720,103,uncommitted,0,2,0,3,8,CLARK-1720
CLARK,1721,152,bennet,0,0,0,3,8,CLARK-1721
CLARK,1721,152,biden,3,39,48,3,8,CLARK-1721
CLARK,1721,152,buttigieg,2,31,44,3,8,CLARK-1721
CLARK,1721,152,delaney,0,0,0,3,8,CLARK-1721
CLARK,1721,152,gabbard,0,0,0,3,8,CLARK-1721
CLARK,1721,152,klobuchar,3,38,51,3,8,CLARK-1721
CLARK,1721,152,patrick,0,0,0,3,8,CLARK-1721
CLARK,1721,152,sanders,0,11,1,3,8,CLARK-1721
CLARK,1721,152,steyer,0,15,0,3,8,CLARK-1721
CLARK,1721,152,warren,0,17,0,3,8,CLARK-1721
CLARK,1721,152,yang,0,0,0,3,8,CLARK-1721
CLARK,1721,152,uncommitted,0,1,0,3,8,CLARK-1721
CLARK,1722,94,bennet,0,0,0,3,5,CLARK-1722
CLARK,1722,94,biden,2,34,35,3,5,CLARK-1722
CLARK,1722,94,buttigieg,1,22,22,3,5,CLARK-1722
CLARK,1722,94,delaney,0,0,0,3,5,CLARK-1722
CLARK,1722,94,gabbard,0,0,0,3,5,CLARK-1722
CLARK,1722,94,klobuchar,2,23,23,3,5,CLARK-1722
CLARK,1722,94,patrick,0,0,0,3,5,CLARK-1722
CLARK,1722,94,sanders,0,3,3,3,5,CLARK-1722
CLARK,1722,94,steyer,0,10,10,3,5,CLARK-1722
CLARK,1722,94,warren,0,1,0,3,5,CLARK-1722
CLARK,1722,94,yang,0,0,0,3,5,CLARK-1722
CLARK,1722,94,uncommitted,0,1,1,3,5,CLARK-1722
CLARK,1727,145,bennet,0,0,0,3,15,CLARK-1727
CLARK,1727,145,biden,5,36,42,3,15,CLARK-1727
CLARK,1727,145,buttigieg,3,25,32,3,15,CLARK-1727
CLARK,1727,145,delaney,0,0,0,3,15,CLARK-1727
CLARK,1727,145,gabbard,0,0,0,3,15,CLARK-1727
CLARK,1727,145,klobuchar,3,22,30,3,15,CLARK-1727
CLARK,1727,145,patrick,0,0,0,3,15,CLARK-1727
CLARK,1727,145,sanders,4,31,40,3,15,CLARK-1727
CLARK,1727,145,steyer,0,15,0,3,15,CLARK-1727
CLARK,1727,145,warren,0,15,0,3,15,CLARK-1727
CLARK,1727,145,yang,0,1,0,3,15,CLARK-1727
CLARK,1727,145,uncommitted,0,0,0,3,15,CLARK-1727
CLARK,1732,3,bennet,0,0,0,3,2,CLARK-1732
CLARK,1732,3,biden,0,0,0,3,2,CLARK-1732
CLARK,1732,3,buttigieg,0,0,0,3,2,CLARK-1732
CLARK,1732,3,delaney,0,0,0,3,2,CLARK-1732
CLARK,1732,3,gabbard,0,0,0,3,2,CLARK-1732
CLARK,1732,3,klobuchar,0,0,0,3,2,CLARK-1732
CLARK,1732,3,patrick,0,0,0,3,2,CLARK-1732
CLARK,1732,3,sanders,2,3,3,3,2,CLARK-1732
CLARK,1732,3,steyer,0,0,0,3,2,CLARK-1732
