county,precinct,total_attendance,candidate,reported_del_given,align1,alignfinal,congressional_district,precinct_delegates,precinct_full
CLARK,6614,0,bennet,0,0,0,1,1,CLARK-6614
CLARK,6614,0,biden,0,0,0,1,1,CLARK-6614
CLARK,6614,0,buttigieg,0,0,0,1,1,CLARK-6614
CLARK,6614,0,delaney,0,0,0,1,1,CLARK-6614
CLARK,6614,0,gabbard,0,0,0,1,1,CLARK-6614
CLARK,6614,0,klobuchar,0,0,0,1,1,CLARK-6614
CLARK,6614,0,patrick,0,0,0,1,1,CLARK-6614
CLARK,6614,0,sanders,0,0,0,1,1,CLARK-6614
CLARK,6614,0,steyer,0,0,0,1,1,CLARK-6614
CLARK,6614,0,warren,0,0,0,1,1,CLARK-6614
CLARK,6614,0,yang,0,0,0,1,1,CLARK-6614
CLARK,6614,0,uncommitted,0,0,0,1,1,CLARK-6614
CLARK,1072,8,bennet,0,0,0,3,2,CLARK-1072
CLARK,1072,8,biden,1,4,4,3,2,CLARK-1072
CLARK,1072,8,buttigieg,0,0,0,3,2,CLARK-1072
CLARK,1072,8,delaney,0,0,0,3,2,CLARK-1072
CLARK,1072,8,gabbard,0,0,0,3,2,CLARK-1072
CLARK,1072,8,klobuchar,0,0,0,3,2,CLARK-1072
CLARK,1072,8,patrick,0,0,0,3,2,CLARK-1072
CLARK,1072,8,sanders,1,4,4,3,2,CLARK-1072
CLARK,1072,8,steyer,0,0,0,3,2,CLARK-1072
CLARK,1072,8,warren,0,0,0,3,2,CLARK-1072
CLARK,1072,8,yang,0,0,0,3,2,CLARK-1072
CLARK,1072,8,uncommitted,0,0,0,3,2,CLARK-1072
CLARK,1711,2,bennet,0,0,0,3,1,CLARK-1711
CLARK,1711,2,biden,1,1,1,3,1,CLARK-1711
CLARK,1711,2,buttigieg,0,0,0,3,1,CLARK-1711
CLARK,1711,2,delaney,0,0,0,3,1,CLARK-1711
CLARK,1711,2,gabbard,0,0,0,3,1,CLARK-1711
CLARK,1711,2,klobuchar,0,0,0,3,1,CLARK-1711
CLARK,1711,2,patrick,0,0,0,3,1,CLARK-1711
CLARK,1711,2,sanders,0,1,1,3,1,CLARK-1711
CLARK,1711,2,steyer,0,0,0,3,1,CLARK-1711
CLARK,1711,2,warren,0,0,0,3,1,CLARK-1711
CLARK,1711,2,yang,0,0,0,3,1,CLARK-1711
CLARK,1711,2,uncommitted,0,0,0,3,1,CLARK-1711
CLARK,2444,10,bennet,0,0,0,4,3,CLARK-2444
CLARK,2444,10,biden,1,4,5,4,3,CLARK-2444
CLARK,2444,10,buttigieg,1,2,2,4,3,CLARK-2444
CLARK,2444,10,delaney,0,0,0,4,3,CLARK-2444
CLARK,2444,10,gabbard,0,1,0,4,3,CLARK-2444
CLARK,2444,10,klobuchar,0,0,0,4,3,CLARK-2444
CLARK,2444,10,patrick,0,0,0,4,3,CLARK-2444
CLARK,2444,10,sanders,1,3,3,4,3,CLARK-2444
CLARK,2444,10,steyer,0,0,0,4,3,CLARK-2444
CLARK,2444,10,warren,0,0,0,4,3,CLARK-2444
CLARK,2444,10,yang,0,0,0,4,3,CLARK-2444
CLARK,2444,10,uncommitted,0,0,0,4,3,CLARK-2444
CLARK,2633,34,bennet,0,0,0,4,5,CLARK-2633
CLARK,2633,34,biden,2,7,11,4,5,CLARK-2633
CLARK,2633,34,buttigieg,0,5,0,4,5,CLARK-2633
CLARK,2633,34,delaney,0,0,0,4,5,CLARK-2633
CLARK,2633,34,gabbard,0,0,0,4,5,CLARK-2633
CLARK,2633,34,klobuchar,0,3,0,4,5,CLARK-2633
CLARK,2633,34,patrick,0,0,0,4,5,CLARK-2633
CLARK,2633,34,sanders,3,12,17,4,5,CLARK-2633
CLARK,2633,34,steyer,0,3,0,4,5,CLARK-2633
CLARK,2633,34,warren,0,4,1,4,5,CLARK-2633
CLARK,2633,34,yang,0,0,0,4,5,CLARK-2633
CLARK,2633,34,uncommitted,0,0,0,4,5,CLARK-2633
CLARK,3535,3,bennet,0,0,0,4,1,CLARK-3535
CLARK,3535,3,biden,1,2,2,4,1,CLARK-3535
CLARK,3535,3,buttigieg,0,0,0,4,1,CLARK-3535
CLARK,3535,3,delaney,0,0,0,4,1,CLARK-3535
CLARK,3535,3,gabbard,0,0,0,4,1,CLARK-3535
CLARK,3535,3,klobuchar,0,0,0,4,1,CLARK-3535
CLARK,3535,3,patrick,0,0,0,4,1,CLARK-3535
CLARK,3535,3,sanders,0,0,0,4,1,CLARK-3535
CLARK,3535,3,steyer,0,0,0,4,1,CLARK-3535
CLARK,3535,3,warren,0,1,1,4,1,CLARK-3535
CLARK,3535,3,yang,0,0,0,4,1,CLARK-3535
CLARK,3535,3,uncommitted,0,0,0,4,1,CLARK-3535
CLARK,3796,2,bennet,0,0,0,1,3,CLARK-3796
CLARK,3796,2,biden,0,0,0,1,3,CLARK-3796
CLARK,3796,2,buttigieg,0,0,0,1,3,CLARK-3796
CLARK,3796,2,delaney,0,0,0,1,3,CLARK-3796
CLARK,3796,2,gabbard,0,0,0,1,3,CLARK-3796
CLARK,3796,2,klobuchar,0,0,0,1,3,CLARK-3796
CLARK,3796,2,patrick,0,0,0,1,3,CLARK-3796
CLARK,3796,2,sanders,0,0,0,1,3,CLARK-3796
CLARK,3796,2,steyer,1,1,1,1,3,CLARK-3796
CLARK,3796,2,warren,2,1,1,1,3,CLARK-3796
CLARK,3796,2,yang,0,0,0,1,3,CLARK-3796
CLARK,3796,2,uncommitted,0,0,0,1,3,CLARK-3796
CLARK,4513,27,bennet,0,0,0,1,7,CLARK-4513
CLARK,4513,27,biden,2,5,8,1,7,CLARK-4513
CLARK,4513,27,buttigieg,0,4,0,1,7,CLARK-4513
CLARK,4513,27,delaney,0,0,0,1,7,CLARK-4513
CLARK,4513,27,gabbard,0,0,0,1,7,CLARK-4513
CLARK,4513,27,klobuchar,0,1,0,1,7,CLARK-4513
CLARK,4513,27,patrick,0,0,0,1,7,CLARK-4513
CLARK,4513,27,sanders,3,9,11,1,7,CLARK-4513
CLARK,4513,27,steyer,0,2,0,1,7,CLARK-4513
CLARK,4513,27,warren,2,6,8,1,7,CLARK-4513
CLARK,4513,27,yang,0,0,0,1,7,CLARK-4513
CLARK,4513,27,uncommitted,0,0,0,1,7,CLARK-4513
CLARK,6477,53,bennet,0,0,0,3,7,CLARK-6477
CLARK,6477,53,biden,2,12,14,3,7,CLARK-6477
CLARK,6477,53,buttigieg,2,11,16,3,7,CLARK-6477
CLARK,6477,53,delaney,0,0,0,3,7,CLARK-6477
CLARK,6477,53,gabbard,0,0,0,3,7,CLARK-6477
CLARK,6477,53,klobuchar,0,6,0,3,7,CLARK-6477
CLARK,6477,53,patrick,0,0,0,3,7,CLARK-6477
CLARK,6477,53,sanders,1,11,11,3,7,CLARK-6477
CLARK,6477,53,steyer,0,6,0,3,7,CLARK-6477
CLARK,6477,53,warren,2,7,12,3,7,CLARK-6477
CLARK,6477,53,yang,0,0,0,3,7,CLARK-6477
CLARK,6477,53,uncommitted,0,0,0,3,7,CLARK-6477
DOUGLAS,5,89,bennet,0,0,0,2,4,DOUGLAS-5
DOUGLAS,5,89,biden,0,8,0,2,4,DOUGLAS-5
DOUGLAS,5,89,buttigieg,2,29,41,2,4,DOUGLAS-5
DOUGLAS,5,89,delaney,0,0,0,2,4,DOUGLAS-5
DOUGLAS,5,89,gabbard,0,0,0,2,4,DOUGLAS-5
DOUGLAS,5,89,klobuchar,2,20,37,2,4,DOUGLAS-5
DOUGLAS,5,89,patrick,0,0,0,2,4,DOUGLAS-5
DOUGLAS,5,89,sanders,0,13,0,2,4,DOUGLAS-5
DOUGLAS,5,89,steyer,0,10,0,2,4,DOUGLAS-5
DOUGLAS,5,89,warren,0,9,7,2,4,DOUGLAS-5
DOUGLAS,5,89,yang,0,0,0,2,4,DOUGLAS-5
DOUGLAS,5,89,uncommitted,0,0,1,2,4,DOUGLAS-5
ELKO,1,25,bennet,0,0,0,2,3,ELKO-1
ELKO,1,25,biden,0,0,0,2,3,ELKO-1
ELKO,1,25,buttigieg,1,8,9,2,3,ELKO-1
ELKO,1,25,delaney,0,0,0,2,3,ELKO-1
ELKO,1,25,gabbard,0,0,0,2,3,ELKO-1
ELKO,1,25,klobuchar,0,2,0,2,3,ELKO-1
ELKO,1,25,patrick,0,0,0,2,3,ELKO-1
ELKO,1,25,sanders,2,13,15,2,3,ELKO-1
ELKO,1,25,steyer,0,1,0,2,3,ELKO-1
ELKO,1,25,warren,0,1,0,2,3,ELKO-1
ELKO,1,25,yang,0,0,0,2,3,ELKO-1
ELKO,1,25,uncommitted,0,0,0,2,3,ELKO-1
ELKO,19,16,bennet,0,0,0,2,1,ELKO-19
ELKO,19,16,biden,0,1,1,2,1,ELKO-19
ELKO,19,16,buttigieg,0,2,2,2,1,ELKO-19
ELKO,19,16,delaney,0,0,0,2,1,ELKO-19
ELKO,19,16,gabbard,0,0,0,2,1,ELKO-19
ELKO,19,16,klobuchar,0,2,2,2,1,ELKO-19
ELKO,19,16,patrick,0,0,0,2,1,ELKO-19
ELKO,19,16,sanders,0,4,4,2,1,ELKO-19
ELKO,19,16,steyer,0,2,2,2,1,ELKO-19
ELKO,19,16,warren,1,5,5,2,1,ELKO-19
ELKO,19,16,yang,0,0,0,2,1,ELKO-19
ELKO,19,16,uncommitted,0,0,0,2,1,ELKO-19
ELKO,20,19,bennet,0,0,0,2,6,ELKO-20
ELKO,20,19,biden,0,0,0,2,6,ELKO-20
ELKO,20,19,buttigieg,0,2,0,2,6,ELKO-20
ELKO,20,19,delaney,0,0,0,2,6,ELKO-20
ELKO,20,19,gabbard,0,0,0,2,6,ELKO-20
ELKO,20,19,klobuchar,2,5,5,2,6,ELKO-20
ELKO,20,19,patrick,0,0,0,2,6,ELKO-20
ELKO,20,19,sanders,2,7,8,2,6,ELKO-20
ELKO,20,19,steyer,0,0,0,2,6,ELKO-20
ELKO,20,19,warren,2,5,5,2,6,ELKO-20
ELKO,20,19,yang,0,0,0,2,6,ELKO-20
ELKO,20,19,uncommitted,0,0,0,2,6,ELKO-20
ELKO,21,12,bennet,0,0,0,2,2,ELKO-21
ELKO,21,12,biden,0,0,0,2,2,ELKO-21
ELKO,21,12,buttigieg,1,2,3,2,2,ELKO-21
ELKO,21,12,delaney,0,0,0,2,2,ELKO-21
ELKO,21,12,gabbard,0,1,0,2,2,ELKO-21
ELKO,21,12,klobuchar,0,0,0,2,2,ELKO-21
ELKO,21,12,patrick,0,0,0,2,2,ELKO-21
ELKO,21,12,sanders,1,6,6,2,2,ELKO-21
ELKO,21,12,steyer,0,0,0,2,2,ELKO-21
ELKO,21,12,warren,1,3,3,2,2,ELKO-21
ELKO,21,12,yang,0,0,0,2,2,ELKO-21
ELKO,21,12,uncommitted,0,0,0,2,2,ELKO-21
ELKO,33,7,bennet,0,0,0,2,1,ELKO-33
ELKO,33,7,biden,0,0,0,2,1,ELKO-33
ELKO,33,7,buttigieg,0,0,0,2,1,ELKO-33
ELKO,33,7,delaney,0,0,0,2,1,ELKO-33
ELKO,33,7,gabbard,0,0,0,2,1,ELKO-33
ELKO,33,7,klobuchar,1,4,4,2,1,ELKO-33
ELKO,33,7,patrick,0,0,0,2,1,ELKO-33
ELKO,33,7,sanders,0,3,3,2,1,ELKO-33
ELKO,33,7,steyer,0,0,0,2,1,ELKO-33
ELKO,33,7,warren,0,0,0,2,1,ELKO-33
ELKO,33,7,yang,0,0,0,2,1,ELKO-33
ELKO,33,7,uncommitted,0,0,0,2,1,ELKO-33
LYON,24,21,bennet,0,0,0,2,4,LYON-24
LYON,24,21,biden,0,1,0,2,4,LYON-24
LYON,24,21,buttigieg,0,1,0,2,4,LYON-24
LYON,24,21,delaney,0,0,0,2,4,LYON-24
LYON,24,21,gabbard,0,0,0,2,4,LYON-24
LYON,24,21,klobuchar,1,4,4,2,4,LYON-24
LYON,24,21,patrick,0,0,0,2,4,LYON-24
LYON,24,21,sanders,2,9,13,2,4,LYON-24
LYON,24,21,steyer,0,3,0,2,4,LYON-24
LYON,24,21,warren,1,3,4,2,4,LYON-24
LYON,24,21,yang,0,0,0,2,4,LYON-24
LYON,24,21,uncommitted,0,0,0,2,4,LYON-24
NYE,4,4,bennet,0,0,0,4,1,NYE-4
NYE,4,4,biden,0,1,1,4,1,NYE-4
NYE,4,4,buttigieg,0,0,0,4,1,NYE-4
NYE,4,4,delaney,0,0,0,4,1,NYE-4
NYE,4,4,gabbard,0,0,0,4,1,NYE-4
NYE,4,4,klobuchar,0,0,0,4,1,NYE-4
NYE,4,4,patrick,0,0,0,4,1,NYE-4
NYE,4,4,sanders,0,0,0,4,1,NYE-4
NYE,4,4,steyer,1,2,2,4,1,NYE-4
NYE,4,4,warren,0,1,1,4,1,NYE-4
NYE,4,4,yang,0,0,0,4,1,NYE-4
NYE,4,4,uncommitted,0,0,0,4,1,NYE-4
WASHOE,206200,7,bennet,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,biden,1,3,3,2,1,WASHOE-206200
WASHOE,206200,7,buttigieg,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,delaney,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,gabbard,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,klobuchar,0,2,2,2,1,WASHOE-206200
WASHOE,206200,7,patrick,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,sanders,0,1,1,2,1,WASHOE-206200
WASHOE,206200,7,steyer,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,warren,0,1,1,2,1,WASHOE-206200
WASHOE,206200,7,yang,0,0,0,2,1,WASHOE-206200
WASHOE,206200,7,uncommitted,0,0,0,2,1,WASHOE-206200
WASHOE,301500,1,bennet,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,biden,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,buttigieg,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,delaney,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,gabbard,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,klobuchar,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,patrick,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,sanders,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,steyer,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,warren,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,yang,0,0,0,2,1,WASHOE-301500
WASHOE,301500,1,uncommitted,1,1,1,2,1,WASHOE-301500
WASHOE,303600,15,bennet,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,biden,0,1,0,2,3,WASHOE-303600
WASHOE,303600,15,buttigieg,0,1,0,2,3,WASHOE-303600
WASHOE,303600,15,delaney,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,gabbard,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,klobuchar,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,patrick,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,sanders,3,12,14,2,3,WASHOE-303600
WASHOE,303600,15,steyer,0,1,0,2,3,WASHOE-303600
WASHOE,303600,15,warren,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,yang,0,0,0,2,3,WASHOE-303600
WASHOE,303600,15,uncommitted,0,0,0,2,3,WASHOE-303600
WASHOE,610700,8,bennet,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,biden,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,buttigieg,1,2,2,2,2,WASHOE-610700
WASHOE,610700,8,delaney,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,gabbard,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,klobuchar,0,1,0,2,2,WASHOE-610700
WASHOE,610700,8,patrick,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,sanders,0,1,0,2,2,WASHOE-610700
WASHOE,610700,8,steyer,1,3,3,2,2,WASHOE-610700
WASHOE,610700,8,warren,1,1,3,2,2,WASHOE-610700
WASHOE,610700,8,yang,0,0,0,2,2,WASHOE-610700
WASHOE,610700,8,uncommitted,0,0,0,2,2,WASHOE-610700
WASHOE,650300,1,bennet,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,biden,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,buttigieg,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,delaney,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,gabbard,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,klobuchar,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,patrick,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,sanders,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,steyer,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,warren,1,1,1,2,1,WASHOE-650300
WASHOE,650300,1,yang,0,0,0,2,1,WASHOE-650300
WASHOE,650300,1,uncommitted,0,0,0,2,1,WASHOE-650300
WASHOE,652500,2,bennet,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,biden,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,buttigieg,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,delaney,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,gabbard,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,klobuchar,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,patrick,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,sanders,1,1,1,2,1,WASHOE-652500
WASHOE,652500,2,steyer,0,1,1,2,1,WASHOE-652500
WASHOE,652500,2,warren,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,yang,0,0,0,2,1,WASHOE-652500
WASHOE,652500,2,uncommitted,0,0,0,2,1,WASHOE-652500
WASHOE,730800,1,bennet,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,biden,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,buttigieg,1,1,1,2,1,WASHOE-730800
WASHOE,730800,1,delaney,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,gabbard,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,klobuchar,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,patrick,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,sanders,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,steyer,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,warren,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,yang,0,0,0,2,1,WASHOE-730800
WASHOE,730800,1,uncommitted,0,0,0,2,1,WASHOE-730800
WASHOE,740700,26,bennet,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,biden,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,buttigieg,2,9,12,2,5,WASHOE-740700
WASHOE,740700,26,delaney,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,gabbard,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,klobuchar,0,3,0,2,5,WASHOE-740700
WASHOE,740700,26,patrick,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,sanders,2,7,9,2,5,WASHOE-740700
WASHOE,740700,26,steyer,1,5,5,2,5,WASHOE-740700
WASHOE,740700,26,warren,0,2,0,2,5,WASHOE-740700
WASHOE,740700,26,yang,0,0,0,2,5,WASHOE-740700
WASHOE,740700,26,uncommitted,0,0,0,2,5,WASHOE-740700
WASHOE,742600,5,bennet,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,biden,1,3,3,2,1,WASHOE-742600
WASHOE,742600,5,buttigieg,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,delaney,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,gabbard,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,klobuchar,0,2,2,2,1,WASHOE-742600
WASHOE,742600,5,patrick,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,sanders,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,steyer,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,warren,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,yang,0,0,0,2,1,WASHOE-742600
WASHOE,742600,5,uncommitted,0,0,0,2,1,WASHOE-742600
WASHOE,752800,3,bennet,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,biden,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,buttigieg,1,3,3,2,1,WASHOE-752800
WASHOE,752800,3,delaney,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,gabbard,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,klobuchar,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,patrick,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,sanders,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,steyer,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,warren,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,yang,0,0,0,2,1,WASHOE-752800
WASHOE,752800,3,uncommitted,0,0,0,2,1,WASHOE-752800
WASHOE,823500,10,bennet,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,biden,1,4,4,2,1,WASHOE-823500
WASHOE,823500,10,buttigieg,0,1,1,2,1,WASHOE-823500
WASHOE,823500,10,delaney,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,gabbard,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,klobuchar,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,patrick,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,sanders,0,2,2,2,1,WASHOE-823500
WASHOE,823500,10,steyer,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,warren,0,3,3,2,1,WASHOE-823500
WASHOE,823500,10,yang,0,0,0,2,1,WASHOE-823500
WASHOE,823500,10,uncommitted,0,0,0,2,1,WASHOE-823500
WASHOE,825600,55,bennet,0,0,0,2,4,WASHOE-825600
WASHOE,825600,55,biden,0,4,0,2,4,WASHOE-825600
WASHOE,825600,55,buttigieg,1,13,14,2,4,WASHOE-825600
WASHOE,825600,55,delaney,0,0,0,2,4,WASHOE-825600
WASHOE,825600,55,gabbard,0,0,0,2,4,WASHOE-825600
WASHOE,825600,55,klobuchar,1,9,11,2,4,WASHOE-825600
WASHOE,825600,55,patrick,0,0,0,2,4,WASHOE-825600
WASHOE,825600,55,sanders,0,8,2,2,4,WASHOE-825600
WASHOE,825600,55,steyer,1,10,13,2,4,WASHOE-825600
WASHOE,825600,55,warren,1,11,13,2,4,WASHOE-825600
WASHOE,825600,55,yang,0,0,0,2,4,WASHOE-825600
WASHOE,825600,55,uncommitted,0,0,2,2,4,WASHOE-825600
CARSON,City,103,bennet,0,0,0,NA,NA,CARSON-City
CARSON,City,103,biden,0,8,0,NA,NA,CARSON-City
CARSON,City,103,buttigieg,3,19,26,NA,NA,CARSON-City
CARSON,City,103,delaney,0,0,0,NA,NA,CARSON-City
CARSON,City,103,gabbard,0,1,0,NA,NA,CARSON-City
CARSON,City,103,klobuchar,0,5,0,NA,NA,CARSON-City
CARSON,City,103,patrick,0,0,0,NA,NA,CARSON-City
CARSON,City,103,sanders,7,43,50,NA,NA,CARSON-City
CARSON,City,103,steyer,0,8,0,NA,NA,CARSON-City
CARSON,City,103,warren,3,18,24,NA,NA,CARSON-City
CARSON,City,103,yang,0,1,0,NA,NA,CARSON-City
CARSON,City,103,uncommitted,0,0,0,NA,NA,CARSON-City
CARSON,City,91,bennet,0,0,0,NA,NA,CARSON-City
CARSON,City,91,biden,0,10,0,NA,NA,CARSON-City
CARSON,City,91,buttigieg,0,11,3,NA,NA,CARSON-City
CARSON,City,91,delaney,0,0,0,NA,NA,CARSON-City
CARSON,City,91,gabbard,0,1,0,NA,NA,CARSON-City
CARSON,City,91,klobuchar,0,7,0,NA,NA,CARSON-City
CARSON,City,91,patrick,0,0,0,NA,NA,CARSON-City
CARSON,City,91,sanders,5,32,47,NA,NA,CARSON-City
CARSON,City,91,steyer,4,23,35,NA,NA,CARSON-City
CARSON,City,91,warren,0,7,0,NA,NA,CARSON-City
CARSON,City,91,yang,0,0,0,NA,NA,CARSON-City
CARSON,City,91,uncommitted,0,0,0,NA,NA,CARSON-City
CARSON,City,161,bennet,0,0,0,NA,NA,CARSON-City
CARSON,City,161,biden,2,27,43,NA,NA,CARSON-City
CARSON,City,161,buttigieg,0,22,0,NA,NA,CARSON-City
CARSON,City,161,delaney,0,0,0,NA,NA,CARSON-City
CARSON,City,161,gabbard,0,2,0,NA,NA,CARSON-City
CARSON,City,161,klobuchar,4,39,72,NA,NA,CARSON-City
CARSON,City,161,patrick,0,0,0,NA,NA,CARSON-City
CARSON,City,161,sanders,2,30,42,NA,NA,CARSON-City
CARSON,City,161,steyer,0,20,0,NA,NA,CARSON-City
CARSON,City,161,warren,0,17,0,NA,NA,CARSON-City
CARSON,City,161,yang,0,3,0,NA,NA,CARSON-City
CARSON,City,161,uncommitted,0,1,0,NA,NA,CARSON-City
CARSON,City,106,bennet,0,0,0,NA,NA,CARSON-City
CARSON,City,106,biden,2,19,24,NA,NA,CARSON-City
CARSON,City,106,buttigieg,2,18,20,NA,NA,CARSON-City
CARSON,City,106,delaney,0,0,0,NA,NA,CARSON-City
CARSON,City,106,gabbard,0,0,0,NA,NA,CARSON-City
CARSON,City,106,klobuchar,2,16,23,NA,NA,CARSON-City
CARSON,City,106,patrick,0,0,0,NA,NA,CARSON-City
CARSON,City,106,sanders,4,29,38,NA,NA,CARSON-City
CARSON,City,106,steyer,0,11,9,NA,NA,CARSON-City
CARSON,City,106,warren,0,12,6,NA,NA,CARSON-City
CARSON,City,106,yang,0,1,0,NA,NA,CARSON-City
CARSON,City,106,uncommitted,0,0,0,NA,NA,CARSON-City
CARSON,City,111,bennet,0,0,0,NA,NA,CARSON-City
CARSON,City,111,biden,1,18,18,NA,NA,CARSON-City
CARSON,City,111,buttigieg,2,22,22,NA,NA,CARSON-City
CARSON,City,111,delaney,0,0,0,NA,NA,CARSON-City
CARSON,City,111,gabbard,0,1,0,NA,NA,CARSON-City
CARSON,City,111,klobuchar,2,17,17,NA,NA,CARSON-City
CARSON,City,111,patrick,0,0,0,NA,NA,CARSON-City
CARSON,City,111,sanders,3,35,35,NA,NA,CARSON-City
CARSON,City,111,steyer,0,12,0,NA,NA,CARSON-City
CARSON,City,111,warren,0,4,8,NA,NA,CARSON-City
CARSON,City,111,yang,0,0,0,NA,NA,CARSON-City
CARSON,City,111,uncommitted,0,0,0,NA,NA,CARSON-City
CLARK,1327,124,bennet,0,1,0,3,19,CLARK-1327
CLARK,1327,124,biden,0,15,0,3,19,CLARK-1327
CLARK,1327,124,buttigieg,7,23,45,3,19,CLARK-1327
CLARK,1327,124,delaney,0,0,0,3,19,CLARK-1327
CLARK,1327,124,gabbard,0,0,0,3,19,CLARK-1327
CLARK,1327,124,klobuchar,0,6,0,3,19,CLARK-1327
CLARK,1327,124,patrick,0,0,0,3,19,CLARK-1327
CLARK,1327,124,sanders,12,59,75,3,19,CLARK-1327
CLARK,1327,124,steyer,0,8,0,3,19,CLARK-1327
CLARK,1327,124,warren,0,11,0,3,19,CLARK-1327
CLARK,1327,124,yang,0,1,0,3,19,CLARK-1327
CLARK,1327,124,uncommitted,0,0,0,3,19,CLARK-1327
CLARK,1344,32,bennet,0,1,0,3,7,CLARK-1344
CLARK,1344,32,biden,3,9,10,3,7,CLARK-1344
CLARK,1344,32,buttigieg,0,3,0,3,7,CLARK-1344
CLARK,1344,32,delaney,0,0,0,3,7,CLARK-1344
CLARK,1344,32,gabbard,0,0,0,3,7,CLARK-1344
CLARK,1344,32,klobuchar,0,0,0,3,7,CLARK-1344
CLARK,1344,32,patrick,0,0,0,3,7,CLARK-1344
